CNPJ;Nome;Site;Perfil;Código
03603683000160;CECM- DOS SERVIDORES DA SECRETARIA DE ESTADO DE FAZENDA DO DISTRITO FEDERAL - SICOOB CREDSEF;;SEGMENTO BALCÃO;28305.00-0
03609296000130;CLEAR LIGHT COMUNICACAO  LTDA - ME;;SEGMENTO BALCÃO;00058.44-7
03609622000100;HELENA MARTINHO DA ROCHA;;SEGMENTO BALCÃO;39139.44-7
03609817000150;BANCO CARGILL S/A;;CUSTODIANTE BALCÃO;5180
03609817000150;BANCO CARGILL S/A;;MEMBRO DE COMPENSAÇÃO DE CÂMBIO;50073
03609817000150;BANCO CARGILL S/A;;PARTICIPANTE DE BALCÃO;5180
03609817000150;BANCO CARGILL S/A;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;74580.00-6
03612679000168;COOPERATIVA DE CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE SAO BERNARDO DO CAMPO-CREDIABC;;SEGMENTO BALCÃO;28136.00-4
03612764000126;COOPERATIVA DE CREDITO DA REGIAO DE FRONTEIRAS DE RO/MT LTDA - SICOOB FRONTEIRAS;;SEGMENTO BALCÃO;35320.00-9
03618104000152;CENTRAL DAS COOPERATIVAS DE CREDITO MUTUO DO RIO GRANDE DO SUL SANTA CATARINA E PARANA - CECRESUL;;SEGMENTO BALCÃO;06002.00-2
03618257000108;LITORAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;59468.00-2
03618274000137;NASHIRA PREVIDENCIARIO MULTIMERCADO FI;;SEGMENTO BALCÃO;65158.00-7
03618276000126;LIZARD FIM CREDITO PRIVADO IE;;SEGMENTO BALCÃO;32321.00-1
03620772000114;COOPERATIVA DE CREDITO MUTUO DO CEARA - SICOOB CEARA;;SEGMENTO BALCÃO;28630.00-5
03626688000108;MELODRAMA PRODUCOES LTDA;;SEGMENTO BALCÃO;39089.44-9
03632872000160;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO SUDOESTE DA AMAZONIA LTDA.- SICOOB CREDISUL;;SEGMENTO BALCÃO;20567.00-4
03634220000165;BANCO HONDA S/A;;SEGMENTO BALCÃO;76190.00-9
03634239000101;HONDA LEASING S/A ARRENDAMENTO MERCANTIL;;SEGMENTO BALCÃO;06197.00-3
03637154000187;PREVINORTE FUND DE PREVIDENCIA COMPLEMENTAR;;GESTOR;20737
03637154000187;PREVINORTE FUND DE PREVIDENCIA COMPLEMENTAR;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;27329.70-2
03639902000160;CECM DOS SERVIDORES PUBLICOS DO PODER EXECUTIVO FEDERAL NO ESTADO DO ESPIRITO SANTO - COOPSEFES;;SEGMENTO BALCÃO;35911.00-9
03641822000140;BRADESCO FIM CRED PRIV GEMINI;;SEGMENTO BALCÃO;09386.00-0
03644263000121;ICATU SEG FIC DE FI COMPOSTO I MULTIMERCADO;;SEGMENTO BALCÃO;53538.00-0
03645752000106;COOPERATIVA DE CREDITO CREDISG LTDA. - SICOOB CREDISG;;SEGMENTO BALCÃO;07808.00-9
03657168000162;CAPRICORNIO FIC DE FIM CP IE;;SEGMENTO BALCÃO;54068.00-5
03657699000155;SINDIFISCO NACIONAL - SIND. NAC. DOS AUD. FISCAIS DA RECEITA FEDERAL DO BRASIL;;SEGMENTO BALCÃO;36677.00-5
03658432000182;GEAP AUTOGESTAO EM SAUDE;;SEGMENTO BALCÃO;27009.70-9
03660417000179;MANHATTAN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21185.00-7
03660449000174;SANTANDER PB APLAUSO MULTIMERCADO CP FIC FI;;SEGMENTO BALCÃO;95528.00-9
03660879000196;BRADESCO FUNDO DE INVESTIMENTO EM ACOES SELECTION;;SEGMENTO BALCÃO;08262.00-8
03662047000109;CECM DOS INTEGRANTES DO MINISTERIO PUBLICO DO RIO GRANDE DO SUL - SICREDI MP;;SEGMENTO BALCÃO;27904.00-0
03670763000138;OMNI TAXI AEREO S.A.;;SEGMENTO BALCÃO;41199.40-6
03672254000144;EQUINIX DO BRASIL SOLUCOES DE TECNOLOGIA EM INFORMATICA S.A.;;SEGMENTO BALCÃO;18711.40-8
03674133000131;CCM DOS EMPREGADOS EM INST. DO SIST. FIN. REG. DE SAO PAULO E CAMPINAS - CREDISCOOP;;SEGMENTO BALCÃO;28403.00-5
03680180000198;ITAU FLEXPREV CORPORATE RV 20 FIC FIM;;SEGMENTO BALCÃO;56248.00-5
03680327000140;ITAU FLEXPREV CORPORATE RV 35 FIC FIM;;SEGMENTO BALCÃO;56258.00-2
03683056000186;FI IMOBILIARIO RIO BRAVO RENDA CORPORATIVA;;SEGMENTO BALCÃO;03088.00-5
03688848000143;PORTO DE CIMA EMPREENDIMENTOS S/A;;SEGMENTO BALCÃO;35779.43-0
03693695000122;BB ADVANTAGE 39 FI RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;02870.00-1
03699947000120;UNICLASS CONSERVADOR FIC FI RENDA FIXA;;SEGMENTO BALCÃO;12289.00-8
03707168000120;SULACAP MASTER II FI RENDA FIXA;;SEGMENTO BALCÃO;64068.00-2
03730204000176;CAIXA VIDA E PREVIDENCIA S/A;;SEGMENTO BALCÃO;68729.00-0
03732359000141;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PERNAMBUCO - SICOOB PERNAMBUCO;;SEGMENTO BALCÃO;28510.00-8
03737188000143;FI CAIXA MULTIMERCADO RV 30 LONGO PRAZO;;SEGMENTO BALCÃO;61308.00-2
03737190000112;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA ESPECIAL RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;08539.00-9
03737200000110;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA ESTRATEGICO MULTIMERCADO LONGO PRAZO;;SEGMENTO BALCÃO;01215.00-7
03737206000197;FUNDO DE INVESTIMENTO CAIXA BRASIL RENDA FIXA REFERENCIADO DI LONGO PRAZO;;SEGMENTO BALCÃO;05784.00-8
03737209000120;FI CAIXA PCRJ RENDA FIXA;;SEGMENTO BALCÃO;57578.00-4
03737211000108;FIC DE FUNDOS DE INVESTIMENTO CAIXA PREFERENCIAL RF REFERENCIADO DI LONGO PRAZO;;SEGMENTO BALCÃO;08515.00-9
03737212000144;FUNDO DE INVESTIMENTO EXCLUSIVO CAIXA SANEPAR I RENDA FIXA;;SEGMENTO BALCÃO;16004.00-7
03737217000177;FIA CAIXA BRASIL IBX-50;;SEGMENTO BALCÃO;08546.00-9
03737219000166;FI PREVIDENCIARIO CAIXA PREVINVEST RENDA FIXA GESTAO;;SEGMENTO BALCÃO;02528.00-9
03737220000190;FI EM ACOES CAIXA PREVINVEST RV 100 PREVIDENCIARIO;;SEGMENTO BALCÃO;02527.00-0
03737222000180;FIC DE FI PREVIDENCIARIO CAIXA RF 200;;SEGMENTO BALCÃO;04430.00-9
03737223000124;FUNDO DE INVESTIMENTO CAIXA MASTER PREFIXADO 50 RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;60428.00-0
03737224000179;FIC FI PREVIDENCIARIO CAIXA RENDA FIXA 100;;SEGMENTO BALCÃO;96018.00-6
03737227000102;FUNDO DE INVESTIMENTO CAIXA SEBRAE RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;60678.00-1
03748077000132;UHESC S/A;;SEGMENTO BALCÃO;36139.41-9
03749465000138;J.A. SAUDE ANIMAL INDUSTRIA E COMERCIO DE PRODUTOS VETERINARIOS S/A;;SEGMENTO BALCÃO;40782.40-5
03750034000191;CCPI DOS JUIZES E CARREIRAS PUBLICAS DO DIREITO DO ESTADO DO RIO GRANDE DO SUL-SICREDI AJURIS RS;;SEGMENTO BALCÃO;23334.00-7
03751496000123;MC TRUST S/A;;SEGMENTO BALCÃO;36099.41-8
03751794000113;TERRA INVESTIMENTOS DTVM LTDA;http://www.terrainvestimentos.com.br;ADMINISTRADOR DE CLUBES;107
03751794000113;TERRA INVESTIMENTOS DTVM LTDA;http://www.terrainvestimentos.com.br;AGENTE DE CUSTÓDIA;107
03751794000113;TERRA INVESTIMENTOS DTVM LTDA;http://www.terrainvestimentos.com.br;CUSTODIANTE BALCÃO;107
03751794000113;TERRA INVESTIMENTOS DTVM LTDA;http://www.terrainvestimentos.com.br;ESCRITURADOR;107
03751794000113;TERRA INVESTIMENTOS DTVM LTDA;http://www.terrainvestimentos.com.br;LIQUIDANTE;107
03751794000113;TERRA INVESTIMENTOS DTVM LTDA;http://www.terrainvestimentos.com.br;MEMBRO DE COMPENSAÇÃO;107
03751794000113;TERRA INVESTIMENTOS DTVM LTDA;http://www.terrainvestimentos.com.br;PARTICIPANTE DE BALCÃO;107
03751794000113;TERRA INVESTIMENTOS DTVM LTDA;http://www.terrainvestimentos.com.br;PARTICIPANTE DE NEGOCIAÇÃO PLENO;107
03751794000113;TERRA INVESTIMENTOS DTVM LTDA;http://www.terrainvestimentos.com.br;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;21921.00-3
03752361000182;BB TOP MULTI MODERADO LP FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;00232.00-5
03752385000131;CARTA GOIAS INDUSTRIA E COMERCIO DE PAPEIS S.A.;;SEGMENTO BALCÃO;26172.40-0
03752446000160;BB MILENIO 16 FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;02320.00-1
03755215000100;DIVCOM SA;;SEGMENTO BALCÃO;26114.40-6
03757277000151;BNP PARIBAS CKF FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST. MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;05099.00-9
03758318000124;INVESTIMENTOS E PARTICIPACOES EM INFRA-ESTRUTURA S/A - INVEPAR;;SEGMENTO BALCÃO;09993.41-7
03765375000130;RRSPE EMPREENDIMENTOS E PARTICIPACOES SA;;SEGMENTO BALCÃO;38559.41-3
03765626000187;SANTANDER RENDA FIXA FLEXIVEL ULTRA FIC FI LONGO PRAZO;;SEGMENTO BALCÃO;62788.00-9
03765863000148;GBOEX PREV FI RENDA FIXA;;SEGMENTO BALCÃO;64008.00-0
03766122000181;SOLAR FILMES LTDA. ME;;SEGMENTO BALCÃO;97509.44-2
03766361000131;SERGEYEV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;41234.00-0
03767538000114;BRAZILIAN SECURITIES CIA DE SECURITIZACAO;;PARTICIPANTE DE BALCÃO;7917
03767538000114;BRAZILIAN SECURITIES CIA DE SECURITIZACAO;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;58349.00-5
03772955000155;BNB ESPECIAL FIC FI RENDA FIXA REFERENCIADO DI;;SEGMENTO BALCÃO;56088.00-7
03784859000127;YASUDA SOCIEDADE DE ASSISTENCIA E PREVIDENCIA COMPLEMENTAR;;SEGMENTO BALCÃO;20504.70-6
03793242000178;CCPI DO SUL DO ESTADO DE SANTA CATARINA - SICREDI SUL SC;;SEGMENTO BALCÃO;18319.00-6
03795050000109;TERMOPERNAMBUCO S.A;;SEGMENTO BALCÃO;16891.40-9
03795072000160;CONFEDERACAO DAS COOP  DO SICREDI - CONFEDERACAO SICREDI;;GESTOR;20738
03795072000160;CONFEDERACAO DAS COOP  DO SICREDI - CONFEDERACAO SICREDI;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;24906.00-1
03798096000173;AGEO TERMINAIS E ARMAZENS GERAIS S/A;;SEGMENTO BALCÃO;20520.40-5
03804917000137;GAP MULTIPORTFOLIO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;59768.00-1
03806045000146;CALIGOLA DO BR CIA SEC DE  CRED FINANC.;;SEGMENTO BALCÃO;39579.41-6
03810491000124;CINECLUBE PELA MADRUGADA S/C LTDA;;SEGMENTO BALCÃO;99069.44-7
03818379000130;SABER  SERVICOS  EDUCACIONAIS  S.A.;;SEGMENTO BALCÃO;28011.40-4
03821078000165;TOPAZIO AZUL PGBL FI EM QUOTAS DE FI ESPECIALMENTE CONSTITUIDOS RENDA FIXA;;SEGMENTO BALCÃO;64598.00-8
03821440000106;FIAT PREVI FIC DE FUNDOS DE INVESTIMENTO ESPECIALMENTE CONSTITUIDOS RENDA FIXA;;SEGMENTO BALCÃO;64618.00-5
03823704000152;ASSURANT SEGURADORA S.A;;SEGMENTO BALCÃO;01947.70-8
03824230000163;BRADESCO H FI RF PGBL/VGBL EMPRESARIAL CONSERVADOR;;SEGMENTO BALCÃO;56748.00-0
03824408000176;BRADESCO FIC FIM PGBL/VGBL EMPRESARIAL MODERADO;;SEGMENTO BALCÃO;56738.00-3
03824725000192;CAEP - CENTRAL ABRIL EDUCACAO E PARTICIPACOES  S.A.;;SEGMENTO BALCÃO;17331.40-1
03829051000119;AZIMUT BRASIL WEALTH MANAGEMENT LTDA;;GESTOR;20740
03829051000119;AZIMUT BRASIL WEALTH MANAGEMENT LTDA;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;23665.00-6
03831332000106;DUETO FILMES E PARTICIPACOES LTDA;;SEGMENTO BALCÃO;98779.44-6
03833841000178;BRADESCO FUNDO DE INVESTIMENTO EM ACOES SALUBRE;;SEGMENTO BALCÃO;58658.00-2
03844699000164;COOP DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA;;SEGMENTO BALCÃO;28311.00-1
03847111000126;LIMITE PRODUCOES LTDA;;SEGMENTO BALCÃO;00048.44-0
03847461000192;BRADESPAR S.A.;;SEGMENTO BALCÃO;06783.43-1
03848103000102;AGENCIA DE FOMENTO DO RIO GRANDE DO NORTE S/A;;SEGMENTO BALCÃO;31042.00-6
03848524000125;SAFRA CONSUMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;08770.00-2
03853896000140;MARFRIG GLOBAL FOODS S.A.;;SEGMENTO BALCÃO;12236.40-8
03860122000146;STAR SINGLE MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;59258.00-9
03860605000140;GOYAZES FIM;;SEGMENTO BALCÃO;56568.00-8
03862898000103;COOPERATIVA DE ECONOMIA E CREDITO DOS EMPREGADOS DOS CORREIOS LTDA - SICOOB COOPERCORREIOS;;SEGMENTO BALCÃO;29611.00-9
03864607000108;RIO BRAVO INVESTIMENTOS LTDA.;;GESTOR;5087
03864607000108;RIO BRAVO INVESTIMENTOS LTDA.;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;21876.00-0
03873308000130;LUCHESI ADVOGADOS;;SEGMENTO BALCÃO;38355.00-2
03877036000146;PRIVATE ANANQUE MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21947.00-1
03877474000104;STAR MULTIMERCADO CREDITO PRIVADO IE FI;;SEGMENTO BALCÃO;09303.00-7
03879361000148;ARX INCOME ICATU PREVIDENCIA FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;58358.00-3
03879385000105;BNY MELLON ARX CASH FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;;SEGMENTO BALCÃO;62878.00-5
03881423000156;SOCINAL S/A CREDITO FINANCIAMENTO E INVESTIMENTO;;SEGMENTO BALCÃO;08473.00-0
03888387000152;WESTERN ASSET PONTA VERDE FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;84608.00-2
03894320000120;BRADESCO FI RF BOND;;SEGMENTO BALCÃO;57398.00-2
03897077000102;BAHIA AM II FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;99268.00-4
03898918000198;KPMG PREV SOCIEDADE DE PREVIDENCIA PRIVADA;;SEGMENTO BALCÃO;31098.70-6
03899514000119;SUL AMERICA SUPRE I FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;82098.00-9
03902512000131;METLIFE PLATINUM RF FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA PREVIDENCIARIO;;SEGMENTO BALCÃO;59368.00-9
03904236000140;BRADESCO H FMP-FGTS PETROBRAS;;SEGMENTO BALCÃO;58258.00-0
03916081000162;BRADESCO FI EM ACOES - PETROBRAS;;SEGMENTO BALCÃO;12841.00-6
03917096000145;SANTANDER FUNDO DE INVESTIMENTO PETROBRAS ACOES;;SEGMENTO BALCÃO;24930.00-8
03918382000125;AGENCIA DE FOMENTO DE GOIAS S/A;;SEGMENTO BALCÃO;03402.00-7
03920254000116;INGLESES  FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;65488.00-7
03920413000182;BB ACOES PETROBRAS FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;08658.00-7
03921543000130;COOPERATIVA DE CREDITO RURAL ASCOOB ITAPICURU;;SEGMENTO BALCÃO;30278.00-8
03922006000104;BRADESCO H FUNDO DE INVESTIMENTO EM ACOES PETROBRAS;;SEGMENTO BALCÃO;58668.00-9
03926420000191;FIC DE FI PREVIDENCIARIO CAIXA MULT. RV 0/15 300;;SEGMENTO BALCÃO;58028.00-3
03926431000171;FIC FI PREVIDENCIARIO CAIXA RF 300;;SEGMENTO BALCÃO;58018.00-6
03926454000186;FUNDO DE INVESTIMENTO EXCLUSIVO CAIXA JEQUITIBA RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;08527.00-4
03926455000120;FIC FI PREVIDENCIARIO CAIXA MULTIMERCADO RV 15/30 300;;SEGMENTO BALCÃO;58038.00-0
03941182000193;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CIRCUITO DAS AGUAS  SICOOB CIRCUITO DAS AGUAS;;SEGMENTO BALCÃO;29425.00-6
03941844000125;VIDEO NAS ALDEIAS;;SEGMENTO BALCÃO;03397.44-2
03946067000101;RIBER - KWS SEMENTES LTDA;;SEGMENTO BALCÃO;30837.40-1
03951177000161;MISSAO IMPOSSIVEL CINCO PRODUCOES ARTISTICAS LTDA;;SEGMENTO BALCÃO;99539.44-1
03951798000145;UNICOBA DA AMAZONIA S/A;;SEGMENTO BALCÃO;32686.40-9
03953059000192;VOITH PREV - SOCIEDADE DE PREVIDENCIA PRIVADA;;SEGMENTO BALCÃO;01287.71-2
03953509000147;CPFL GERACAO DE ENERGIA S/A;;SEGMENTO BALCÃO;08175.43-2
03958061000154;FRG PLANO BD FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;57458.00-7
03958114000137;PARAOPEBA FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;59928.00-9
03958330000182;BRADESCO FIC FI RENDA FIXA PGBL CAEMI - F 15;;SEGMENTO BALCÃO;60358.00-8
03958682000138;BRADESCO PRIVATE FI RF ATIVO;;SEGMENTO BALCÃO;61698.00-4
03959960000171;IPF FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;07788.00-2
03960320000181;UNIMED RF 100 C FI EM RENDA FIXA;;SEGMENTO BALCÃO;65548.00-2
03960323000115;UNIMED RF 100 FI EM RENDA FIXA;;SEGMENTO BALCÃO;61148.00-4
03960349000163;UNIMED RV 15 FIM;;SEGMENTO BALCÃO;61158.00-1
03965737000137;COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA OESTE CATARINENSE - CRESOL OESTE CATARINENSE;;SEGMENTO BALCÃO;29643.00-8
03973814000109;SERVICOOP - COOPERATIVA DE CREDITO DOS SERVIDORES PUBLICOS ESTADUAIS DO RIO GRANDE DO SUL;;SEGMENTO BALCÃO;28609.00-5
03978166000175;DR REDDYS FARMACEUTICA DO BRASIL LTDA;;SEGMENTO BALCÃO;32332.40-9
03983431000103;EDP ENERGIAS DO BRASIL S.A.;;SEGMENTO BALCÃO;15722.41-4
03983856000112;4UM GESTÃO DE RECURSOS LTDA;;GESTOR;5255
03984987000114;ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A;;SEGMENTO BALCÃO;12357.41-1
03985375000146;COOPERATIVA DE CREDITO E INVESTIMENTO DO SUDOESTE DE RONDONIA LTDA.CREDISIS SUDOESTE/RO;;SEGMENTO BALCÃO;31218.00-5
03987364000103;ATEMS DISTRIBUIDORA DE PETROLEO S/A;;SEGMENTO BALCÃO;27792.40-1
03987891000100;CLARITAS ADMINISTRACAO DE RECURSOS LTDA;;GESTOR;4776
03987891000100;CLARITAS ADMINISTRACAO DE RECURSOS LTDA;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;20107.00-0
03992522000105;ACAJU FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO;;SEGMENTO BALCÃO;57888.00-0
03995515001309;MATEUS SUPERMERCADOS  S.A.;;SEGMENTO BALCÃO;21070.40-4
04003722000150;MB PREV XII COMPOSTO MULTIMERCADO FIF CP;;SEGMENTO BALCÃO;58948.00-4
04003809000128;MB PREV X RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO CREDITO PRIVADO;;SEGMENTO BALCÃO;58958.00-1
04013172000150;COOPERATIVA DE CREDITO SICOOB CRED-ACIF;;SEGMENTO BALCÃO;25336.00-3
04023261000188;NC ENERGIA S.A.;;SEGMENTO BALCÃO;21652.40-6
04029601000188;ENERGEST S.A.;;SEGMENTO BALCÃO;14894.41-5
04030629000135;FI RENDA FIXA REFERENCIADO DI INSTITUCIONAL BLUE;;SEGMENTO BALCÃO;59088.00-4
04030713000159;CSHG PLATINUS FIM CP IE;;SEGMENTO BALCÃO;62008.00-2
04031248000170;PRODUCAO DIGITAL REALIZACOES CINEMATOGRAFICAS LTDA;;SEGMENTO BALCÃO;00152.44-6
04031960000170;ANDRADE GUTIERREZ PARTICIPACOES S.A.;;SEGMENTO BALCÃO;03163.41-8
04032433000180;ATMA PARTICIPACOES S/A;;SEGMENTO BALCÃO;14069.40-8
04042603000107;PB CBC NOSTRUM FIC FIM;;SEGMENTO BALCÃO;39754.00-4
04046576000140;MAPFRE VERA CRUZ PREVIDENCIA S/A;;SEGMENTO BALCÃO;68809.70-0
04052631000105;FI RENDA FIXA DOURADO;;SEGMENTO BALCÃO;65748.00-8
04056135000120;SULAMERICA FIX 100 IV FI RENDA FIXA;;SEGMENTO BALCÃO;84768.00-7
04056137000119;STARLIGHT FI EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO;;SEGMENTO BALCÃO;26975.00-9
04061044000182;BB CAMBIAL DOLAR LP VIP FIC FI;;SEGMENTO BALCÃO;30656.00-8
04061079000111;BB RENDA FIXA LP CORPORATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;08681.00-5
04061224000164;BB RENDA FIXA REFERENCIADO DI LP VIP FIC FI;;SEGMENTO BALCÃO;32282.00-9
04061359000120;BB RENDA FIXA LP 90 MIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;08683.00-3
04061548000100;BB RENDA FIXA REFERENCIADO DI LP 90 MIL FIC FI;;SEGMENTO BALCÃO;08660.00-2
04061652000197;SULAMERICA MIX 30 IV FI MULTIMERCADO;;SEGMENTO BALCÃO;06350.00-8
04061762000159;BB RENDA FIXA CURTO PRAZO ABSOLUTO SETOR PUBLICO FIC FI;;SEGMENTO BALCÃO;08123.00-6
04065033000170;ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S/A;;SEGMENTO BALCÃO;34815.40-5
04065791000199;SINQIA S.A.;;SEGMENTO BALCÃO;29814.40-4
04066598000172;CORUMBA CONCESSOES  S.A.;;SEGMENTO BALCÃO;16269.41-9
04068453000100;WARM FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;34395.00-4
04071590000102;RIO FILMES LTDA;;SEGMENTO BALCÃO;38799.44-8
04073702000156;SANTANDER FI IBRX ACOES;;SEGMENTO BALCÃO;08819.00-4
04079285000159;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ITAJUBA LTDA - SICOOB SUL DE MINAS;;SEGMENTO BALCÃO;28545.00-4
04085474000134;CREDIT SUISSE PROPRIO FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;01886.00-3
04086371000199;TRANS-EXPERT VIGILANCIA E TRANSPORTE DE VALORES SA;;SEGMENTO BALCÃO;20255.40-2
04087010000167;OUTSOURCE FIM CP;;SEGMENTO BALCÃO;60578.00-8
04087244000104;FIC DE FI PREVIDENCIARIO MULTIMERCADO - 04 - CP;;SEGMENTO BALCÃO;66368.00-9
04087328000148;IU WESTERN ASSET CORPORATE III FI RF;;SEGMENTO BALCÃO;60968.00-3
04089399000180;ICATU SEG UNICO C FIC FIM;;SEGMENTO BALCÃO;60038.00-5
04089406000143;ITAUPREV PREMIUM RF F100 FIC DE FI;;SEGMENTO BALCÃO;64858.00-9
04089491000140;ITAUPREV PREMIUM V20 MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;64888.00-0
04089495000128;ITAUPREV PREMIUM V40 MULTIMERCADO FIC FI;;SEGMENTO BALCÃO;64878.00-3
04089570000150;AGUAS GUARIROBA  S/A;;SEGMENTO BALCÃO;16579.40-8
04100850000112;EXPANSION TRANSMISSAO DE ENERGIA ELETRICA SA;;SEGMENTO BALCÃO;27031.40-9
04103082000150;BRADESCO FIC FIM PGBL HIPERPREV V15;;SEGMENTO BALCÃO;59708.00-9
04103102000193;BRADESCO FIC FI RENDA FIXA PGBL HIPERPREV;;SEGMENTO BALCÃO;59718.00-6
04104064000193;FUNDO DE INVESTIMENTO RENDA FIXA ACRE;;SEGMENTO BALCÃO;60408.00-6
04113052000125;SECURITAS GARANTIAS S/A;;SEGMENTO BALCÃO;13184.40-1
04113821000195;FI RF CP COLONIA;;SEGMENTO BALCÃO;61708.00-4
04113848000188;BRAM FIM GOLDEN PROFIT;;SEGMENTO BALCÃO;60818.00-5
04114908000187;HS INVESTIMENTOS S.A.;;SEGMENTO BALCÃO;13110.40-6
04118024000109;BNP PARIBAS FIC DE FIM PLANEJAR MODERADO;;SEGMENTO BALCÃO;01211.00-1
04118325000124;OMEGA MULTIMERCADO CREDITO PRIVADO FI;;SEGMENTO BALCÃO;12104.00-4
04118327000113;FLAMBOYANT  MULTIMERCADO IE FI;;SEGMENTO BALCÃO;01103.00-9
04118652000186;ITAU FLEXPREV PREMIUM RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;67848.00-9
04118742000177;ITAU ALFA RENDA FIXA FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;60908.00-1
04118854000128;FUNDO DE INVESTIMENTO EM RENDA FIXA PETROS LIQUIDEZ;;SEGMENTO BALCÃO;64208.00-6
04118869000196;TRINDADE PREVIDENCIARIO RENDA FIXA CREDITO PRIVADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;61218.00-6
04118883000190;ITAU FLEXPREV XII A RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;65958.00-1
